Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1242,Data Analytics Course,123,"5,231",203,30,10,0.081,"1,551",11/23/2024,Hydrabad,desktop,online data analytic
A1243,Data Analytics Course,165,"5,980",248,17,3,0.018,"1,803",6/11/2024,Hydrabad,tablet,online data analytic
A1244,Data Analytics Course,167,"3,202",215,26,6,0.036,"1,571",12/11/2024,Hydrabad,desktop,data analitics online
A1245,Data Analytics Course,111,"5,847",197,21,9,0.081,"1,445",11/30/2024,Hydrabad,mobile,online data analytic
A1246,Data Analytics Course,94,4359,,28,5,0.045,"$1,920",11/7/2024,,tablet,learn data analytics
A1247,Data Analytics Course,179,3185,$236.74,29,5,,"$1,156",11/11/2024,,Desktop,data analytics course
A1248,Data Analytics Course,166,"5,592",183,22,4,0.024,"1,636",11/22/2024,Hydrabad,tablet,online data analytic
A1249,Data Analytics Course,90,5062,$191.40,23,6,,"$1,775",11/19/2024,,Tablet,data analytics course
A1250,Data Analytics Course,106,"5,830",242,29,10,0.035,"1,897",11/2/2024,Hydrabad,desktop,data anaytics training
A1251,Data Analytics Course,,4629,$236.96,10,6,,"$1,183",6/11/2024,,desktop,data anaytics training
A1252,Data Analytics Course,158,4780,$247.20,23,9,,"$1,005",11/24/2024,,DESKTOP,learn data analytics
A1253,Data Analytics Course,187,"3,800",241,16,8,0.043,"1,842",11/9/2024,Hydrabad,mobile,analytics for data
A1254,Data Analytics Course,95,"4,096",243,26,9,0.095,"1,550",22/11/2024,Hydrabad,tablet,online data analytic
A1255,Data Analytics Course,118,"3,562",232,12,3,0.025,"1,856",11/19/2024,Hydrabad,desktop,data analytics course
A1256,Data Analytics Course,166,3910,$191.32,27,7,0.042,,11/15/2024,,Mobile,analytics for data
A1257,Data Analytics Course,146,"5,411",202,28,7,0.048,"1,393",14/11/2024,Hydrabad,desktop,data analitics online
A1258,Data Analytics Course,101,"4,026",220,22,9,0.089,"1,149",15/11/2024,Hydrabad,desktop,analytics for data
A1259,Data Analytics Course,185,"3,716",218,27,7,0.056,"1,015",11/3/2024,Hydrabad,desktop,online data analytic
A1260,Data Analytics Course,147,"5,162",187,30,7,0.048,"1,733",11/25/2024,Hydrabad,desktop,analytics for data
A1261,Data Analytics Course,188,"3,859",212,30,9,0.048,"1,719",11/28/2024,Hydrabad,mobile,online data analytic
A1262,Data Analytics Course,122,3350,$225.89,28,3,,"$1,509",11/24/2024,,DESKTOP,data analitics online
A1263,Data Analytics Course,143,5340,,20,9,0.063,"$1,223",11/5/2024,,tablet,online data analytic
A1264,Data Analytics Course,170,"3,124",235,17,3,0.018,"1,232",11/11/2024,Hydrabad,desktop,data anaytics training
A1265,Data Analytics Course,114,"5,017",243,11,6,0.053,"1,303",11/17/2024,Hydrabad,mobile,data analitics online
A1266,Data Analytics Course,186,"3,424",202,27,3,0.016,"1,337",11/26/2024,Hydrabad,desktop,data anaytics training
A1267,Data Analytics Course,120,"4,060",211,24,9,0.075,"1,376",11/5/2024,Hydrabad,tablet,data analitics online
A1268,Data Analytics Course,130,"5,688",212,21,5,0.038,"1,454",17/11/2024,Hydrabad,desktop,learn data analytics
A1269,Data Analytics Course,178,"5,029",190,25,8,0.045,"1,510",9/11/2024,Hydrabad,desktop,data anaytics training
A1270,Data Analytics Course,196,"5,476",205,19,4,0.02,"1,288",26/11/2024,Hydrabad,desktop,data anaytics training
A1271,Data Analytics Course,110,"5,000",198,18,3,0.027,"1,110",11/12/2024,Hydrabad,desktop,online data analytic
A1272,Data Analytics Course,95,"4,141",207,22,3,0.054,"1,929",11/11/2024,Hydrabad,tablet,learn data analytics
A1273,Data Analytics Course,183,4791,$232.97,27,5,,"$1,476",11/21/2024,,desktop,data analitics online
A1274,Data Analytics Course,100,"4,168",194,30,3,0.03,"1,692",11/25/2024,Hydrabad,desktop,online data analytic
A1275,Data Analytics Course,187,"3,741",226,27,10,0.053,"1,342",14/11/2024,Hydrabad,tablet,learn data analytics
A1276,Data Analytics Course,90,"3,577",234,24,5,0.052,"1,175",11/14/2024,Hydrabad,tablet,analytics for data
A1277,Data Analytics Course,148,4469,$209.76,25,8,0.054,,11/25/2024,,tablet,data analytics course
A1278,Data Analytics Course,129,"3,611",228,11,7,0.054,"1,250",11/22/2024,Hydrabad,tablet,data anaytics training
A1279,Data Analytics Course,120,"3,947",193,15,6,0.05,"1,305",11/12/2024,Hydrabad,mobile,data anaytics training
A1280,Data Analytics Course,82,4239,$191.75,23,8,,"$1,062",11/22/2024,,Mobile,learn data analytics
A1281,Data Analytics Course,145,"5,973",242,12,7,0.048,"1,508",11/14/2024,Hydrabad,tablet,online data analytic
A1282,Data Analytics Course,190,"4,525",189,10,5,0.026,"1,875",11/1/2024,Hydrabad,tablet,data anaytics training
A1283,Data Analytics Course,137,"4,395",242,24,4,0.043,"1,512",11/6/2024,Hydrabad,desktop,online data analytic
A1284,Data Analytics Course,157,"3,047",223,19,3,0.019,"1,964",1/11/2024,Hydrabad,mobile,data analitics online
A1285,Data Analytics Course,105,"5,348",226,27,5,0.048,"1,003",12/11/2024,Hydrabad,tablet,learn data analytics
A1286,Data Analytics Course,149,"3,101",231,15,9,0.06,"1,126",11/6/2024,Hydrabad,tablet,data anaytics training
A1287,Data Analytics Course,159,"3,693",187,24,6,0.038,"1,256",24/11/2024,Hydrabad,desktop,learn data analytics
A1288,Data Analytics Course,150,5590,,20,8,,"$1,286",2/11/2024,,Mobile,data analytics course
A1289,Data Analytics Course,,5277,$227.46,10,5,,"$1,541",11/15/2024,,tablet,data analitics online
A1290,Data Analytics Course,98,"4,653",206,29,5,0.051,"1,866",2/11/2024,Hydrabad,mobile,data analitics online
A1291,Data Analytics Course,86,3513,$211.16,22,7,,"$1,917",10/11/2024,,desktop,data analytics course
A1292,Data Analytics Course,128,"5,772",236,20,10,0.078,"1,215",4/11/2024,Hydrabad,desktop,data anaytics training
A1293,Data Analytics Course,105,"5,840",237,22,8,0.047,"1,811",24/11/2024,Hydrabad,tablet,data analytics course
A1294,Data Analytics Course,90,,$249.00,21,10,,"$1,245",19/11/2024,,mobile,data analytics course
A1295,Data Analytics Course,89,"5,158",212,20,5,0.056,"1,119",11/21/2024,Hydrabad,desktop,online data analytic
A1296,Data Analytics Course,119,"3,489",194,14,3,0.055,"1,633",11/10/2024,Hydrabad,mobile,data analytics course
A1297,Data Analytics Course,173,"3,977",230,30,5,0.037,"1,584",11/22/2024,Hydrabad,desktop,learn data analytics
A1298,Data Analytics Course,95,3397,$181.89,,7,0.074,"$1,560",11/27/2024,,TABLET,data analytics course
A1299,Data Analytics Course,112,"5,194",246,10,5,0.045,"1,016",21/11/2024,Hydrabad,tablet,data anaytics training
A1300,Data Analytics Course,134,"3,007",218,10,5,0.037,"1,371",30/11/2024,Hydrabad,mobile,data anaytics training
A1301,Data Analytics Course,113,"5,721",217,11,6,0.053,"1,743",11/17/2024,Hydrabad,desktop,data anaytics training
A1302,Data Analytics Course,157,"3,546",189,16,5,0.032,"1,333",28/11/2024,Hydrabad,mobile,data analitics online
A1303,Data Analytics Course,105,3670,$245.85,24,9,,"$1,653",11/24/2024,,TABLET,data analytics course
A1304,Data Analytics Course,162,5915,$211.96,11,,,"$1,394",11/20/2024,,Tablet,analytics for data
A1305,Data Analytics Course,,"4,450",219,16,10,0.056,"1,917",11/10/2024,Hydrabad,mobile,learn data analytics
A1306,Data Analytics Course,136,"5,782",190,23,6,0.044,"1,951",11/11/2024,Hydrabad,tablet,data anaytics training
A1307,Data Analytics Course,192,"4,339",246,24,8,0.047,"1,284",11/18/2024,Hydrabad,mobile,learn data analytics
A1308,Data Analytics Course,147,5870,,14,8,0.054,"$1,748",11/2/2024,,MOBILE,data anaytics training
A1309,Data Analytics Course,164,"5,662",186,11,9,0.055,"1,020",17/11/2024,Hydrabad,tablet,data analytics course
A1310,Data Analytics Course,192,5130,$184.63,19,4,,"$1,087",11/7/2024,,DESKTOP,data analytics course
A1311,Data Analytics Course,139,4608,$224.99,12,8,,"$1,095",11/12/2024,,desktop,data anaytics training
A1312,Data Analytics Course,199,"5,290",219,20,7,0.035,"1,234",11/30/2024,Hydrabad,tablet,learn data analytics
A1313,Data Analytics Course,82,"4,961",220,27,7,0.059,"1,149",2/11/2024,Hydrabad,tablet,data analytics course
A1314,Data Analytics Course,175,"4,347",242,17,3,0.017,"1,617",11/22/2024,Hydrabad,desktop,data anaytics training
A1315,Data Analytics Course,181,"5,664",205,22,5,0.028,"1,719",22/11/2024,Hydrabad,desktop,data analytics course
A1316,Data Analytics Course,146,3757,$192.59,25,9,,"$1,169",11/9/2024,,DESKTOP,online data analytic
A1317,Data Analytics Course,192,"4,225",242,24,6,0.031,"1,032",11/1/2024,Hydrabad,mobile,data analitics online
A1318,Data Analytics Course,149,"3,410",181,20,4,0.033,"1,806",11/17/2024,Hydrabad,desktop,learn data analytics
A1319,Data Analytics Course,93,"3,934",227,20,6,0.065,"1,964",11/18/2024,Hydrabad,mobile,data analitics online
A1320,Data Analytics Course,182,"3,384",188,18,8,0.044,"1,769",11/1/2024,Hydrabad,desktop,analytics for data
A1321,Data Analytics Course,99,"3,842",246,23,8,0.081,"1,452",10/11/2024,Hydrabad,tablet,online data analytic
A1322,Data Analytics Course,188,4022,$238.61,20,8,0.043,,11/6/2024,,Mobile,data analitics online
A1323,Data Analytics Course,193,"5,786",202,16,10,0.052,"1,617",11/5/2024,Hydrabad,tablet,data anaytics training
A1324,Data Analytics Course,107,"4,423",239,25,9,0.084,"1,370",11/23/2024,Hydrabad,desktop,analytics for data
A1325,Data Analytics Course,131,"4,228",230,16,9,0.069,"1,393",11/7/2024,Hydrabad,desktop,data anaytics training
A1326,Data Analytics Course,139,"5,120",199,24,5,0.036,"1,835",11/23/2024,Hydrabad,mobile,data analytics course
A1327,Data Analytics Course,141,"3,600",228,20,6,0.043,"1,367",11/7/2024,Hydrabad,desktop,learn data analytics
A1328,Data Analytics Course,175,5016,,16,3,0.017,"$1,836",11/7/2024,,Tablet,learn data analytics
A1329,Data Analytics Course,96,"5,771",214,30,3,0.031,"1,130",30/11/2024,Hydrabad,mobile,analytics for data
A1330,Data Analytics Course,,4615,$194.89,12,6,,"$1,923",11/25/2024,,TABLET,data anaytics training
A1331,Data Analytics Course,187,"3,115",185,12,3,0.016,"1,324",11/30/2024,Hydrabad,mobile,learn data analytics
A1332,Data Analytics Course,153,"5,886",218,29,3,0.02,"1,424",11/20/2024,Hydrabad,mobile,analytics for data
A1333,Data Analytics Course,122,4929,$192.72,10,10,0.082,,11/12/2024,,Desktop,data anaytics training
A1334,Data Analytics Course,151,"4,357",239,28,9,0.06,"1,447",11/13/2024,Hydrabad,tablet,analytics for data
A1335,Data Analytics Course,116,4519,$184.29,23,7,,"$1,070",11/12/2024,,Desktop,data anaytics training
A1336,Data Analytics Course,145,"5,612",207,22,4,0.028,"1,689",12/11/2024,Hydrabad,desktop,learn data analytics
A1337,Data Analytics Course,90,"3,251",199,12,7,0.078,"1,044",30/11/2024,Hydrabad,mobile,learn data analytics
A1338,Data Analytics Course,133,"3,360",204,13,9,0.068,"1,654",11/14/2024,Hydrabad,mobile,online data analytic
A1339,Data Analytics Course,135,"5,891",246,21,6,0.044,"1,947",11/5/2024,Hydrabad,mobile,learn data analytics
A1340,Data Analytics Course,155,5835,$239.52,10,4,0.041,,11/13/2024,,mobile,analytics for data
A1341,Data Analytics Course,100,"4,928",187,22,10,0.1,"1,071",11/23/2024,Hydrabad,mobile,analytics for data
A1342,Data Analytics Course,138,"4,049",183,20,7,0.051,"1,292",11/20/2024,Hydrabad,mobile,online data analytic
A1343,Data Analytics Course,109,"4,114",243,18,6,0.044,"1,456",11/25/2024,Hydrabad,tablet,learn data analytics
A1344,Data Analytics Course,124,"3,947",198,11,4,0.032,"1,308",26/11/2024,Hydrabad,mobile,data analytics course
A1345,Data Analytics Course,,3705,$239.26,25,,,"$1,506",2/11/2024,,TABLET,online data analytic
A1346,Data Analytics Course,197,"5,365",209,14,4,0.031,"1,106",11/1/2024,Hydrabad,tablet,data anaytics training
A1347,Data Analytics Course,114,"5,213",225,26,4,0.035,"1,218",11/29/2024,Hydrabad,tablet,online data analytic
A1348,Data Analytics Course,117,"3,951",212,16,5,0.052,"1,949",11/10/2024,Hydrabad,desktop,data anaytics training
A1349,Data Analytics Course,198,"3,405",225,13,10,0.051,"1,631",11/14/2024,Hydrabad,tablet,online data analytic
A1350,Data Analytics Course,160,5367,$208.47,20,8,,"$1,853",15/11/2024,,Tablet,data analytics course
A1351,Data Analytics Course,137,"3,602",195,23,5,0.036,"1,580",11/2/2024,Hydrabad,tablet,data analytics course
A1352,Data Analytics Course,163,3917,$209.01,10,3,,"$1,823",11/17/2024,,TABLET,data anaytics training
A1353,Data Analytics Course,138,5671,$244.12,26,3,,,13/11/2024,,tablet,analytics for data
A1354,Data Analytics Course,194,"5,019",228,28,7,0.036,"1,019",22/11/2024,Hydrabad,mobile,learn data analytics
A1355,Data Analytics Course,177,"3,569",190,13,8,0.035,"1,403",11/25/2024,Hydrabad,mobile,online data analytic
A1356,Data Analytics Course,113,"3,420",223,22,10,0.058,"1,138",11/23/2024,Hydrabad,mobile,online data analytic
A1357,Data Analytics Course,133,"3,064",222,22,5,0.038,"1,538",11/11/2024,Hydrabad,mobile,learn data analytics
A1358,Data Analytics Course,118,"3,730",208,25,8,0.039,"1,011",11/12/2024,Hydrabad,mobile,data anaytics training
A1359,Data Analytics Course,109,"5,852",235,20,5,0.046,"1,946",14/11/2024,Hydrabad,desktop,analytics for data
A1360,Data Analytics Course,109,"4,011",185,13,6,0.053,"1,375",11/23/2024,Hydrabad,desktop,data analitics online
A1361,Data Analytics Course,128,"4,636",244,20,10,0.059,"1,941",2/11/2024,Hydrabad,mobile,data anaytics training
A1362,Data Analytics Course,181,3087,$201.29,19,10,,,20/11/2024,,mobile,data analitics online
A1363,Data Analytics Course,89,"5,872",198,14,6,0.067,"1,553",11/20/2024,Hydrabad,mobile,online data analytic
A1364,Data Analytics Course,157,"5,762",248,26,4,0.025,"1,999",11/5/2024,Hydrabad,tablet,data analitics online
A1365,Data Analytics Course,88,"3,396",194,19,5,0.057,"1,860",11/18/2024,Hydrabad,mobile,online data analytic
A1366,Data Analytics Course,130,"3,092",211,28,7,0.054,"1,031",11/24/2024,Hydrabad,tablet,data analytics course
A1367,Data Analytics Course,194,4240,$213.45,18,4,,"$1,890",11/23/2024,,Tablet,data analitics online
A1368,Data Analytics Course,180,4297,$200.04,24,5,,"$1,050",11/18/2024,,Mobile,data analytics course
A1369,Data Analytics Course,,5518,$243.83,15,10,,"$1,862",11/22/2024,,mobile,data analitics online
A1370,Data Analytics Course,,5039,$235.44,24,7,,"$1,839",11/8/2024,,DESKTOP,data analitics online
A1371,Data Analytics Course,,3596,$210.31,23,9,,"$1,269",11/1/2024,,Tablet,online data analytic
A1372,Data Analytics Course,118,"4,845",190,11,3,0.046,"1,446",11/18/2024,Hydrabad,desktop,analytics for data
A1373,Data Analytics Course,101,4883,$237.89,11,6,,"$1,368",11/14/2024,,DESKTOP,analytics for data
A1374,Data Analytics Course,120,"4,618",201,18,7,0.058,"1,775",11/2/2024,Hydrabad,tablet,data analitics online
A1375,Data Analytics Course,194,"3,941",240,27,10,0.052,"1,373",11/11/2024,Hydrabad,desktop,data analytics course
A1376,Data Analytics Course,135,"5,096",230,14,4,0.03,"1,478",11/18/2024,Hydrabad,mobile,data anaytics training
A1377,Data Analytics Course,190,"5,537",189,20,4,0.021,"1,989",11/4/2024,Hydrabad,tablet,learn data analytics
A1378,Data Analytics Course,198,"4,208",180,19,8,0.04,"1,462",11/8/2024,Hydrabad,mobile,data anaytics training
A1379,Data Analytics Course,87,"5,358",237,19,5,0.057,"1,141",11/2/2024,Hydrabad,tablet,learn data analytics
A1380,Data Analytics Course,106,"5,583",219,13,3,0.028,"1,049",15/11/2024,Hydrabad,desktop,data analytics course
A1381,Data Analytics Course,169,"3,069",228,12,5,0.03,"1,063",28/11/2024,Hydrabad,mobile,data analytics course
A1382,Data Analytics Course,195,3738,$202.08,18,7,,"$1,647",11/16/2024,,TABLET,online data analytic
A1383,Data Analytics Course,161,"4,852",235,10,8,0.05,"1,738",11/24/2024,Hydrabad,desktop,online data analytic
A1384,Data Analytics Course,195,"5,120",250,26,3,0.015,"1,571",11/4/2024,Hydrabad,mobile,data anaytics training
A1385,Data Analytics Course,111,"3,550",232,10,9,0.081,"1,462",11/26/2024,Hydrabad,mobile,data anaytics training
A1386,Data Analytics Course,124,"5,618",206,25,7,0.056,"1,374",19/11/2024,Hydrabad,mobile,data analytics course
A1387,Data Analytics Course,89,"4,700",220,28,6,0.067,"1,493",11/19/2024,Hydrabad,mobile,data analytics course
A1388,Data Analytics Course,122,5874,$201.04,10,7,,"$1,352",30/11/2024,,desktop,data analytics course
A1389,Data Analytics Course,177,"5,965",200,28,3,0.017,"1,090",11/13/2024,Hydrabad,mobile,data analitics online
A1390,Data Analytics Course,163,"5,774",222,29,9,0.055,"1,396",11/8/2024,Hydrabad,desktop,learn data analytics
A1391,Data Analytics Course,124,"4,079",189,18,3,0.024,"1,430",11/23/2024,Hydrabad,desktop,data analytics course
A1392,Data Analytics Course,105,3670,$218.45,25,6,,"$1,650",11/22/2024,,DESKTOP,online data analytic
A1393,Data Analytics Course,122,3394,,20,4,,"$1,053",11/3/2024,,mobile,data analitics online
A1394,Data Analytics Course,166,5730,$241.30,16,5,0.03,,11/17/2024,,mobile,data analitics online
A1395,Data Analytics Course,96,"3,761",196,10,5,0.035,"1,518",11/30/2024,Hydrabad,tablet,online data analytic
A1396,Data Analytics Course,135,4505,$214.64,17,9,,"$1,500",6/11/2024,,Mobile,online data analytic
A1397,Data Analytics Course,179,3975,$183.25,14,3,0.017,,11/6/2024,,TABLET,data analytics course
A1398,Data Analytics Course,163,,$206.46,14,3,,"$1,103",11/12/2024,,tablet,learn data analytics
A1399,Data Analytics Course,198,5883,,19,9,0.045,"$1,182",27/11/2024,,Mobile,data analitics online
A1400,Data Analytics Course,86,"3,555",225,11,6,0.035,"1,193",11/11/2024,Hydrabad,desktop,data anaytics training
A1401,Data Analytics Course,89,"3,760",219,21,9,0.101,"1,474",25/11/2024,Hydrabad,desktop,learn data analytics
A1402,Data Analytics Course,118,"3,596",237,29,9,0.076,"1,154",11/23/2024,Hydrabad,tablet,data analytics course
A1403,Data Analytics Course,,3217,$232.15,21,8,,"$1,726",21/11/2024,,MOBILE,data anaytics training
A1404,Data Analytics Course,95,"5,386",185,23,8,0.051,"1,045",20/11/2024,Hydrabad,desktop,online data analytic
A1405,Data Analytics Course,144,"5,381",199,10,10,0.069,"1,085",11/9/2024,Hydrabad,desktop,data anaytics training
A1406,Data Analytics Course,107,"5,536",239,15,3,0.034,"1,822",11/17/2024,Hydrabad,mobile,analytics for data
A1407,Data Analytics Course,146,"3,165",211,16,7,0.048,"1,706",11/8/2024,Hydrabad,mobile,learn data analytics
A1408,Data Analytics Course,114,"5,217",248,11,10,0.088,"1,876",11/18/2024,Hydrabad,desktop,data analitics online
A1409,Data Analytics Course,162,"4,301",224,21,7,0.043,"1,066",20/11/2024,Hydrabad,mobile,learn data analytics
A1410,Data Analytics Course,95,5971,$214.57,29,10,,"$1,539",11/16/2024,,mobile,analytics for data
A1411,Data Analytics Course,163,"5,160",185,19,4,0.041,"1,773",11/23/2024,Hydrabad,desktop,data analytics course
A1412,Data Analytics Course,148,5947,$212.38,12,4,,"$1,294",11/24/2024,,MOBILE,online data analytic
A1413,Data Analytics Course,156,"4,150",223,20,10,0.064,"1,940",14/11/2024,Hydrabad,tablet,learn data analytics
